source,target
SBluhu,John_N4varro
NeideLi19431932,Elainnefaria1
NeideLi19431932,Paulo_Dupont
madelcostas,_Janoninho
AndreaSemeler,KaiolOof
RGLAMOUNIER,MauricioCostaRS
carlostaurus99,AngelJones_13
laercioclp,GleissonOpus
BobNoza,_Janoninho
SBluhu,Karinegtoledo
Arnaldo96251489,DCDM115
leo2etil1,MauricioCostaRS
Weslley02374166,MarcianoBrito13
Andreaasiss0303,_Janoninho
AndreaSemeler,Karinegtoledo
toimdacacamba,_Janoninho
King_Napoleao,goncalves273
jchaves1111,Lindasod
laercioclp,marianelazaro
Ritynhaa_silva,lazarorosa25
Cizinhah,cesarcalejon1
marileia2141,psy_fps
Ritynhaa_silva,euailze
BobNoza,cesarcalejon1
King_Napoleao,Douglasvet33
AstralSandro,MarcianoBrito13
LKurudez,_Janoninho
laercioclp,ApenasTruthNews
Ritynhaa_silva,cervejadgarrafa
leo2etil1,Kaiqueporto32
GiselyFelipe1,cesarcalejon1
Arnaldo96251489,psy_fps
Ritynhaa_silva,DREEZ_171
Ritynhaa_silva,nadiaprado7
MarciaF84658325,_Janoninho
RCLconservadora,EMorengueira
CostaReservista,Suzano_info
King_Napoleao,leojardels
Weslley02374166,MarcianoBrito13
laercioclp,Andrisa01
RosenaraCoelho,JoaquinTeixeira
AndreaSemeler,lugubremonotomo
Malu230711,aro_marcia
Arnaldo96251489,GleissonOpus
leo2etil1,BaraoFarias
laercioclp,AppelLuciano
MeziatMarta,cesarcalejon1
Arnaldo96251489,Edu210670
laercioclp,izaiaasp
RGLAMOUNIER,LeoniceMariana1
CamilaValria8,MrochaNysoft
laercioclp,martinha17_
mariaau15487649,DadsDaughter777
soniagregorio4,Kaiqueporto32
amerciapps,consallys
capiaudosertao,linapaulaqueir1
Arnaldo96251489,goncalves273
Arnaldo96251489,IvairSouza4
Benedit74003442,vanzuty
leo2etil1,FranLSNeto
cruz15355282,LuizAlb29422030
Benedit74003442,Edu210670
soniagregorio4,FelipZimmer
AndreaSemeler,alexfmotta
Arnaldo96251489,Wagner_R_O
leo2etil1,linapaulaqueir1
MAnoizzz24,consallys
edsalex,MauricioCostaRS
laercioclp,Douglasvet33
MAnoizzz24,euailze
Simonegomes1981,eoliveira2003
DayKSantos1,MauricioCostaRS
JoaoAug79603415,leojardels
WerbitchonA,BrunoCalixto22
Arnaldo96251489,izaiaasp
MAnoizzz24,lazarorosa25
AndreaSemeler,LeoewalF
laercioclp,sabinanogueira1
MarioOl52769551,_Janoninho
madelcostas,cesarcalejon1
fabiolabarcela,lazarorosa25
laercioclp,mara_selma
fabiolabarcela,_Janoninho
King_Napoleao,LueltonB
carlostaurus99,_Janoninho
leo2etil1,FranLSNeto
marileia2141,John_N4varro
Simonegomes1981,Flavian51746791
leo2etil1,John_N4varro
fabiolabarcela,consallys
SBluhu,mmichelemartins
Benedit74003442,izaiaasp
fernandaitatiba,goncalves273
fabiolabarcela,DREEZ_171
soniagregorio4,Luisoli21929060
laercioclp,E_PaKabah
BobNoza,_Janoninho
monemazza,JoaquinTeixeira
fabiolabarcela,MarcelaSaraivas
Adalgis51564937,_Janoninho
gayLulista13,claudiofalatudo
MAnoizzz24,DREEZ_171
Benedit74003442,Christi59322080
fabiolabarcela,cesarcalejon1
MAnoizzz24,cervejadgarrafa
EdilsonBispo10,_Janoninho
madelcostas,_Janoninho
GabyMalves,MauricioCostaRS
BobNoza,_Janoninho
mjmacul_lima,MauricioCostaRS
RodrigoBOliveir,JoaquinTeixeira
Andreaasiss0303,_Janoninho
fabiolabarcela,buarqueana13
bola1companhero,lazarorosa25
ffranklinoliv27,EstelaEuMesmaSC
leo2etil1,Karinegtoledo
madelcostas,LucianaMSSanch1
fabiolabarcela,cervejadgarrafa
fabiolabarcela,AngelJones_13
Weslley02374166,MarcianoBrito13
leo2etil1,izaiaasp
santossonia407,_Janoninho
fabiolabarcela,daniduncan
fabiolabarcela,TiciaEvans
marileia2141,martinha17_
Arnaldo96251489,cardoso_boni
adrianacercan2,MauricioCostaRS
fabiolabarcela,_Janoninho
Arnaldo96251489,EMorengueira
JcndoAmaral,marianelazaro
fabiolabarcela,RonaldoJBBarros
Arnaldo96251489,ApenasTruthNews
fabiolabarcela,Cro_thom
Arnaldo96251489,EndterPierre
fabiolabarcela,euailze
DruzianMonica,MarloneBHMG
fabiolabarcela,_Janoninho
gayLulista13,lazarorosa25
twitaali,UdaJuris2022
gayLulista13,cesarcalejon1
adsrocha6,_Janoninho
marileia2141,AlvesContabeis
Dan_SK,consallys
badvibeslg,MarcelaSaraivas
fabiolabarcela,_Janoninho
Arnaldo96251489,GgmAndrews
gayLulista13,buarqueana13
fabiolabarcela,lolaescreva
JcndoAmaral,JoaquinTeixeira
fabiolabarcela,fonncllau10
gayLulista13,_Janoninho
Dan_SK,CarlosS48442375
gayLulista13,_Janoninho
badvibeslg,_Janoninho
fabiolabarcela,edsozx
gayLulista13,_Janoninho
MarileneOlivier,FelipZimmer
fabiolabarcela,_Janoninho
gayLulista13,_Janoninho
leo2etil1,eoliveira2003
ghmacambira,UdaJuris2022
lupurpurina,lazarorosa25
tri_jason,Elainnefaria1
bola1companhero,_Janoninho
DruzianMonica,Kaiqueporto32
santossonia407,_Janoninho
lupurpurina,_Janoninho
gayLulista13,RonnyCombate
Janaina61012387,MarcianoBrito13
DruzianMonica,Wallcostajf
lupurpurina,_Janoninho
SBluhu,Wagner_R_O
lupurpurina,_Janoninho
leo2etil1,alexfmotta
marta56028719,MarloneBHMG
bot_corno,RonnyCombate
bola1companhero,cesarcalejon1
JosTeix36149984,lazarorosa25
lupurpurina,euailze
JosTeix36149984,consallys
jchaves1111,claryene
Repente40,marcosaraujjoo
DruzianMonica,UdaJuris2022
cptadriano2023,MauricioCostaRS
bola1companhero,_Janoninho
lupurpurina,RonaldoJBBarros
DruzianMonica,alexfmotta
JosTeix36149984,euailze
marileia2141,FelipeFrazaorj
JosTeix36149984,DREEZ_171
leo2etil1,FelipeFrazaorj
soniagregorio4,marianelazaro
JosTeix36149984,cervejadgarrafa
DruzianMonica,BrunoCalixto22
bola1companhero,consallys
JosTeix36149984,cesarcalejon1
Sr_nulo,lidiacorrea20
soniagregorio4,Elainnefaria1
JoaoAug79603415,CarolPollice
marileia2141,rexbonafide
DruzianMonica,LidiaConta
Dan_SK,nadiaprado7
SBluhu,Andrisa01
marta56028719,psy_fps
Weslley02374166,MarcianoBrito13
22Helder22,FelipZimmer
badvibeslg,consallys
gayLulista13,_Janoninho
cptadriano2023,aro_marcia
leo2etil1,E_PaKabah
FD0g6aaGenTtKHV,Danicarlasou
gayLulista13,euailze
MairaMatoss,John_N4varro
gayLulista13,consallys
Elisinha_BR,Elainnefaria1
silvaalinea,lazarorosa25
gayLulista13,DREEZ_171
badvibeslg,cesarcalejon1
Arnaldo96251489,Amoresvidafeliz
SBluhu,linapaulaqueir1
leo2etil1,martinha17_
AyltonBaptista,_Janoninho
badvibeslg,euailze
22Helder22,John_N4varro
EdilsonBispo10,RonnyCombate
Arnaldo96251489,sabinanogueira1
Brenoguerraaju,SERGIOJUNIOR79r
svennanciogmai1,joaodomenech
TniaBarrozo,cervejadgarrafa
silvaalinea,cesarcalejon1
JcndoAmaral,Luisoli21929060
svennanciogmai1,joaodomenech
badvibeslg,DREEZ_171
DruzianMonica,LuizAlb29422030
Dan_SK,EdsonFilho74
Arnaldo96251489,LidiaConta
badvibeslg,cervejadgarrafa
DruzianMonica,LucianaSV29
Dan_SK,euailze
leo2etil1,E_PaKabah
Ewerton19771,DCDM115
nadiaprado7,daniduncan
Arnaldo96251489,Felipefaria777
TerereTradicao,Danicarlasou
SBluhu,Felipefaria777
gayLulista13,MarcelaSaraivas
Kaliljacob1,LucianaMSSanch1
RosaHVitor,lazarorosa25
Mariatirui,MarcianoBrito13
badvibeslg,buarqueana13
gayLulista13,cervejadgarrafa
JcndoAmaral,CinthiaMagal
mariahconrado,lidiacorrea20
Kaliljacob1,_Janoninho
30110a91517e460,Danicarlasou
svennanciogmai1,lazarorosa25
FD0g6aaGenTtKHV,Luisoli21929060
bola1companhero,EdsonFilho74
JoseRod61803783,psy_fps
nadiaprado7,lazarorosa25
gayLulista13,joaodomenech
gayLulista13,joaodomenech
leo2etil1,joaovoltou
gayLulista13,zurenemanique
nadiaprado7,cesarcalejon1
TniaBarrozo,claudiofalatudo
silvaalinea,_Janoninho
gayLulista13,EdsonFilho74
silvaalinea,cervejadgarrafa
gayLulista13,lolaescreva
Elisinha_BR,Suzano_info
Tricolorspfc00,Elainnefaria1
ceclaudio,UdaJuris2022
gayLulista13,daniduncan
Cricamg,consallys
nadiaprado7,cervejadgarrafa
Dan_SK,_Janoninho
leo2etil1,Tricolorspfc00
TniaBarrozo,joaodomenech
gayLulista13,LucianaMSSanch1
euvithecrown,lazarorosa25
Elizabe54726333,John_N4varro
euvithecrown,consallys
Kaliljacob1,cesarcalejon1
euvithecrown,euailze
Arnaldo96251489,LucianaSV29
silvaalinea,EdsonFilho74
JacqueMuller,MauricioCostaRS
Maripei82,vanzuty
euvithecrown,DREEZ_171
nadiaprado7,MarcelaSaraivas
euvithecrown,cervejadgarrafa
TerereTradicao,Elainnefaria1
gayLulista13,joaodomenech
Nem_liga,Danicarlasou
ghmacambira,aro_marcia
nadiaprado7,_Janoninho
euvithecrown,MarcelaSaraivas
euvithecrown,nadiaprado7
nadiaprado7,_Janoninho
gayLulista13,fonncllau10
euvithecrown,cesarcalejon1
gayLulista13,DielNascimento4
nadiaprado7,joaodomenech
gayLulista13,CarlosS48442375
euvithecrown,buarqueana13
30110a91517e460,KaiolOof
euvithecrown,_Janoninho
JacqueMuller,Kaiqueporto32
Weslley02374166,MarcianoBrito13
nadiaprado7,joaodomenech
Arnaldo96251489,KayrusFenix
AnaSant79378906,Danicarlasou
SimonepbiSimone,Lindasod
Dan_SK,DREEZ_171
nadiaprado7,EdsonFilho74
ghmacambira,Kaiqueporto32
AnaSant79378906,Kaiqueporto32
FD0g6aaGenTtKHV,vanete_araujo
SimonepbiSimone,Kaiqueporto32
milemile2022,MarcianoBrito13
CarlosS10521054,UdaJuris2022
badvibeslg,joaodomenech
nadiaprado7,DielNascimento4
badvibeslg,_Janoninho
TniaBarrozo,marcosaraujjoo
Cizinhah,_Janoninho
nadiaprado7,lolaescreva
nadiaprado7,joaodomenech
gayLulista13,RonaldoJBBarros
DioneIracema,FelipZimmer
soniagregorio4,AspasDireita
gayLulista13,joaodomenech
gayLulista13,MarcianoBrito13
SimonepbiSimone,vanete_araujo
leo2etil1,Lindasod
bot_corno,EdsonFilho74
nadiaprado7,DREEZ_171
gayLulista13,_Janoninho
Roberto65739999,jdgrings
Arnaldo96251489,leojardels
gayLulista13,JRBRONKO
nadiaprado7,CarlosS48442375
GLAUCIBARROS15,buarqueana13
gayLulista13,sorayabborges
nadiaprado7,_Janoninho
badvibeslg,_Janoninho
nadiaprado7,joaodomenech
gayLulista13,oicram2016
badvibeslg,joaodomenech
nadiaprado7,OceanAlves
gayLulista13,TiciaEvans
SimonepbiSimone,UdaJuris2022
leo2etil1,mjmacul_lima
gayLulista13,cassiooliveir_
BobNoza,_Janoninho
SimonepbiSimone,Andrisa01
nadiaprado7,cassiooliveir_
Arnaldo96251489,DoutorRedpill
JcndoAmaral,linapaulaqueir1
TniaBarrozo,MarcianoBrito13
nadiaprado7,_Janoninho
leo2etil1,cardoso_boni
gayLulista13,Cro_thom
nadiaprado7,joaodomenech
neybuenosc,Danicarlasou
gayLulista13,MarcianoBrito13
soniagregorio4,lugubremonotomo
SimonepbiSimone,GgmAndrews
Jotacesse,JoaquinTeixeira
roberto_moyses,MauricioCostaRS
nadiaprado7,joaodomenech
SSRE05187441,vanete_araujo
JcndoAmaral,Wagner_R_O
nadiaprado7,joaodomenech
opinamundos,Kaiqueporto32
gayLulista13,LulaSilvaLivre
30110a91517e460,aurireis
nadiaprado7,MDu2022
22Helder22,vanete_araujo
Arnaldo96251489,GgmAndrews
gayLulista13,MarcianoBrito13
LciaSou28589004,Elainnefaria1
SimonepbiSimone,Luisoli21929060
gayLulista13,AngelJones_13
Arnaldo96251489,AloyAV2
giorismarm,BrunoCalixto22
roberto_moyses,JoaquinTeixeira
SessaAriel,M_Cristian18
gayLulista13,M_Cristian18
TerereTradicao,KaiolOof
Bolsonaro22P,Kaiqueporto32
gayLulista13,MarcianoBrito13
Jotacesse,MauricioCostaRS
gayLulista13,joaodomenech
JcndoAmaral,joaovoltou
gayLulista13,joaodomenech
Jotacesse,Wallcostajf
leo2etil1,aquiflavio
GeovannyLucas8,cesarcalejon1
SimonepbiSimone,John_N4varro
TerereTradicao,Suzano_info
gayLulista13,_Janoninho
gayLulista13,P_de_Plotino
DonizetePitondo,Kaiqueporto32
gayLulista13,netto41
SimonepbiSimone,lugubremonotomo
larissasonielly,MarcelaSaraivas
JcndoAmaral,mjmacul_lima
Arnaldo96251489,Amoresvidafeliz
gayLulista13,edsozx
DioneIracema,Paulo_Dupont
larissasonielly,lazarorosa25
FerMach59373858,Luisoli21929060
MeziatMarta,_Janoninho
gayLulista13,joaodomenech
SharonPecnik,MDemocracia22
Andreaasiss0303,marcosaraujjoo
marinacafadv,cesarcalejon1
larissasonielly,cervejadgarrafa
gayLulista13,PalhaWill
bozo_bot,marcosaraujjoo
bozo_bot,marcosaraujjoo
gayLulista13,MDu2022
gleyseviana_,_Janoninho
SimonepbiSimone,rexbonafide
soniagregorio4,Douglasvet33
Elisinha_BR,FelipZimmer
Cris42405695,Wallcostajf
gleyseviana_,cesarcalejon1
TerereTradicao,Suzano_info
larissasonielly,DREEZ_171
leo2etil1,vanzuty
gayLulista13,sorayabborges
binyfim,MauricioCostaRS
leo2etil1,_winston_br
soniagregorio4,FelipeFrazaorj
gayLulista13,_Janoninho
gleyseviana_,lazarorosa25
roberto_moyses,vanete_araujo
LciaSou28589004,mjmacul_lima
HelioAdolfo1,JoaquinTeixeira
gayLulista13,joaodomenech
giorismarm,linapaulaqueir1
Maripei82,SERGIOJUNIOR79r
gayLulista13,MarcianoBrito13
SuzanaGomesofc,Wallcostajf
gayLulista13,elianeespindo14
larissasonielly,M_Cristian18
deniseborba23,lazarorosa25
gayLulista13,giordano_girl
roberto_moyses,CinthiaMagal
giorismarm,MarloneBHMG
JcndoAmaral,juliartmy
Cizinhah,_Janoninho
deniseborba23,consallys
deniseborba23,MarcelaSaraivas
gayLulista13,danielmarks17
gayLulista13,_Janoninho
deniseborba23,cervejadgarrafa
homo10sapiens,marcosaraujjoo
mar_solceu,Danicarlasou
gayLulista13,MarcianoBrito13
Oniramleffe,MauricioCostaRS
gayLulista13,OceanAlves
SSRE05187441,Wagner_R_O
JcndoAmaral,E_PaKabah
deniseborba23,claudiofalatudo
GutoVioleiro,MauricioCostaRS
gayLulista13,velhodoriorj
SamuelFBrust,MauricioCostaRS
SimonepbiSimone,AlvesContabeis
gayLulista13,jamlima77
binyfim,JoaquinTeixeira
MairaMatoss,LueltonB
Cizinhah,CarlosS48442375
GutoVioleiro,JoaquinTeixeira
gayLulista13,IsabelA11063116
HelioAdolfo1,CinthiaMagal
SamuelFBrust,Danicarlasou
giorismarm,CinthiaMagal
GutoVioleiro,Suzano_info
giorismarm,Suzano_info
HelioAdolfo1,Wallcostajf
SimonepbiSimone,FelipeFrazaorj
andre_cassio,Kaiqueporto32
AMaluan2022,BrunoCalixto22
soniagregorio4,joaovoltou
Mariais71386220,BrunoCalixto22
homo10sapiens,claudiofalatudo
jchaves1111,JoaquinTeixeira
FerMach59373858,Wallcostajf
binyfim,GgmAndrews
andre_cassio,Suzano_info
andre_cassio,FelipZimmer
CamilaValria8,AndreLuisfr22
mar_solceu,CinthiaMagal
cristinacosta22,FelipZimmer
dmldbdmldb,_Janoninho
binyfim,GleissonOpus
romeu_costenaro,Kaiqueporto32
gayLulista13,MarcianoBrito13
nadiaprado7,_Janoninho
Nem_liga,JoaquinTeixeira
gayLulista13,MarcianoBrito13
nadiaprado7,euailze
gayLulista13,joaodomenech
gayLulista13,elianeespindo14
binyfim,marcosaraujjoo
Oniramleffe,Lindasod
Arnaldo96251489,juliartmy
giorismarm,lugubremonotomo
30110a91517e460,Paulo_Dupont
abneralvsf,MauricioCostaRS
Cezar33601670,lazarorosa25
Arnaldo96251489,DanaButlerr
nadiaprado7,claudiofalatudo
AstralSandro,_Janoninho
JocianeZwercho4,JoaquinTeixeira
nadiaprado7,MarcianoBrito13
Vacinaagora,_Janoninho
nadiaprado7,joaodomenech
Vacinaagora,lazarorosa25
nadiaprado7,joaodomenech
Daniell54874469,JoaquinTeixeira
gayLulista13,MarcianoBrito13
Vacinaagora,cesarcalejon1
Cezar33601670,daniduncan
simonegmoreno,_Janoninho
soniagregorio4,IvairSouza4
30110a91517e460,Karinegtoledo
Oniramleffe,GgmAndrews
Cezar33601670,_Janoninho
Sabelhinhaa,consallys
Vacinaagora,MarcelaSaraivas
baboes69,Suzano_info
CalM29541309,LeoniceMariana1
Cezar33601670,consallys
gayLulista13,SamuraiChines
Sabelhinhaa,cesarcalejon1
Cezar33601670,_Janoninho
baboes69,JoaquinTeixeira
nadiaprado7,marcosaraujjoo
marcio25_nh,MauricioCostaRS
Vacinaagora,nadiaprado7
soniagregorio4,E_PaKabah
Cezar33601670,_Janoninho
LeiaRachor,BrunoCalixto22
Oniramleffe,Edu210670
andre_cassio,vanete_araujo
Vacinaagora,daniduncan
SimonepbiSimone,joaovoltou
abnersantosfre,Danicarlasou
Oniramleffe,marianelazaro
gayLulista13,eliiwelton
Repente40,lolaescreva
nadiaprado7,AngelJones_13
gayLulista13,MarcianoBrito13
ArlindoATavares,_Janoninho
nadiaprado7,RonnyCombate
Cezar33601670,buarqueana13
baboes69,Elainnefaria1
SimonepbiSimone,vivianesfarias1
nadiaprado7,oicram2016
gayLulista13,didizinhailha
CalM29541309,aurireis
gayLulista13,joaodomenech
CalM29541309,FranLSNeto
nadiaprado7,M_Cristian18
DonizetePitondo,vanzuty
nadiaprado7,LulaSilvaLivre
robertarocha66,lazarorosa25
gayLulista13,joaodomenech
robertarocha66,_Janoninho
DonizetePitondo,Douglasvet33
AstralSandro,_Janoninho
Kaliljacob1,_Janoninho
DonizetePitondo,Edu210670
adrydepaula,BrunoCalixto22
hiago9911,marcosaraujjoo
nadiaprado7,danielmarks17
RosenaraCoelho,JoaquinTeixeira
ruth_chagas_51,joaodomenech
Mariatirui,MarcianoBrito13
nadiaprado7,MarcianoBrito13
soniagregorio4,Lindasod
nadiaprado7,zurenemanique
svennanciogmai1,joaodomenech
Mamarjl,marcosaraujjoo
CalM29541309,rexbonafide
Mamarjl,marcosaraujjoo
CalM29541309,Paulo_Dupont
Oniramleffe,joaovoltou
soraya_naccache,MarcelaSaraivas
ruth_chagas_51,didizinhailha
nadiaprado7,TiciaEvans
soraya_naccache,lazarorosa25
Oniramleffe,KaiolOof
nadiaprado7,elianeespindo14
CalM29541309,Christi59322080
Mariais71386220,euquerenh
soraya_naccache,consallys
Arnaldo96251489,BiaahD02
Mariais71386220,vanzuty
elaneide,_Janoninho
GeovannyLucas8,_Janoninho
soraya_naccache,cervejadgarrafa
Patrici92148197,Danicarlasou
soraya_naccache,euailze
Oniramleffe,nirlamarques
AnaXataOficial,lazarorosa25
Andreaasiss0303,cervejadgarrafa
Patrici92148197,Kaiqueporto32
soraya_naccache,DREEZ_171
vha_direta,DCDM115
DIASYVES,Elainnefaria1
SimonepbiSimone,GgmAndrews
mariahconrado,joaodomenech
svennanciogmai1,joaodomenech
nadiaprado7,joaodomenech
alexandrarubima,_Janoninho
Mariais71386220,vanzuty
nadiaprado7,giordano_girl
soraya_naccache,marcosaraujjoo
nadiaprado7,MarcianoBrito13
JoaoAug79603415,DCDM115
Patrici92148197,Suzano_info
helisimulator,aro_marcia
soraya_naccache,joaodomenech
jef121,MauricioCostaRS
MarciaF84658325,_Janoninho
alexandrarubima,_Janoninho
soraya_naccache,_Janoninho
nadiaprado7,didizinhailha
gayLulista13,tuittage
DelmiraMathias,Suzano_info
gayLulista13,MarcianoBrito13
soraya_naccache,CarlosS48442375
CalM29541309,aro_marcia
soraya_naccache,_Janoninho
Arnaldo96251489,aDaniCensurada
AnaXataOficial,_Janoninho
soraya_naccache,joaodomenech
SimonepbiSimone,EntregadorDeGas
CalM29541309,Ander_avante
soraya_naccache,AngelJones_13
CalM29541309,AndreLuisfr22
AnaXataOficial,DREEZ_171
ALDOBELLELI,lugubremonotomo
ruth_chagas_51,MarcianoBrito13
CalM29541309,aquiflavio
GuerreiroPatr14,JoaquinTeixeira
AnaXataOficial,buarqueana13
CalM29541309,Felipefaria777
AnaXataOficial,cesarcalejon1
Mariais71386220,DanaButlerr
CalM29541309,FranLSNeto
Mariais71386220,edmar_louzada2
SimonepbiSimone,Pittyprovesi
jef121,Kaiqueporto32
CalM29541309,edmar_louzada2
GuerreiroPatr14,Luisoli21929060
jef121,psy_fps
CalM29541309,E_PaKabah
AnaXataOficial,claudiofalatudo
Jenni_stav,Suzano_info
DonizetePitondo,E_PaKabah
Arnaldo96251489,PolticaDVerdade
NoronhaNoronh4,MarcianoBrito13
ruth_chagas_51,eliiwelton
GuerreiroPatr14,Kaiqueporto32
AnaXataOficial,nadiaprado7
gayLulista13,MarcianoBrito13
AnaXataOficial,marcosaraujjoo
GuerreiroPatr14,UdaJuris2022
Mariais71386220,deborahtelles
Andreaasiss0303,claudiofalatudo
ivanir56500,JoaquinTeixeira
andre_cassio,goncalves273
AnaXataOficial,EdsonFilho74
AnaXataOficial,joaodomenech
GuerreiroPatr14,Wallcostajf
gayLulista13,_Janoninho
tomcatspeedi,John_N4varro
RenataBensi,Danicarlasou
Jenni_stav,UdaJuris2022
vha_direta,JoaquinTeixeira
AnaXataOficial,CarlosS48442375
gayLulista13,nandatorres21
SilvaRilana,MauricioCostaRS
jef121,John_N4varro
adsrocha6,_Janoninho
Nilzapasros,Danicarlasou
OliviaM41894619,_Janoninho
laercioclp,AspasDireita
Jenni_stav,DCDM115
Sabelhinhaa,MarcelaSaraivas
Mariais71386220,CPavanJau
Sabelhinhaa,buarqueana13
Dorasil76578668,marianelazaro
LeiaRachor,Danicarlasou
andre_cassio,IvairSouza4
Nilzapasros,Kaiqueporto32
laercioclp,aurireis
NaPadrao,MauricioCostaRS
Vacinaagora,_Janoninho
gayLulista13,_Janoninho
danniel0983,Danicarlasou
SilvaRilana,BrunoCalixto22
andre_cassio,WillianWillCG
ivanir56500,JoaquinTeixeira
andre_cassio,euquerenh
jef121,joaovoltou
CalM29541309,MDemocracia22
OliviaM41894619,_Janoninho
jeanpsebastiao,JoaquinTeixeira
OliviaM41894619,_Janoninho
danniel0983,BrunoCalixto22
CalM29541309,Joao_Freita32
Flavioh007,CinthiaMagal
HelioKieras,Suzano_info
Mariais71386220,E_PaKabah
jeanpsebastiao,Danicarlasou
bola1companhero,SamuraiChines
ivanxavierlima1,MauricioCostaRS
Vacinaagora,cervejadgarrafa
laercioclp,RozanaFranco
Arnaldo96251489,xavante21
UemmegaU,BrunoCalixto22
gayLulista13,joaodomenech
Arnaldo96251489,aro_marcia
danniel0983,KaiolOof
jef121,DCDM115
gayLulista13,NoronhaNoronh4
MeziatMarta,_Janoninho
andre_cassio,LeoniceMariana1
CValgueredo,MarcianoBrito13
Eusoubrunoooo,Danicarlasou
jef121,Edu210670
DIASYVES,CinthiaMagal
RSPeres2,JoaquinTeixeira
jeanpsebastiao,CinthiaMagal
rd12493055,claudiofalatudo
Daniele50624897,CinthiaMagal
danniel0983,MauricioCostaRS
JoaoAug79603415,sabinanogueira1
DIASYVES,aro_marcia
jeanpsebastiao,Luisoli21929060
Rodrigo33329172,consallys
Kaliljacob1,joaodomenech
trakinasyummy,Kaiqueporto32
ruth_chagas_51,_Janoninho
KkgMarte,UdaJuris2022
Andreaasiss0303,marcosaraujjoo
GuedesMyrna,_Janoninho
JJuniorRezende,Fiuzafirmao2
jef121,joaoeliud
JosVand99343967,MauricioCostaRS
jeanpsebastiao,DCDM115
KkgMarte,LeoniceMariana1
ThePhalma,FelipZimmer
mariahconrado,joaodomenech
anabelarosa8,_Janoninho
Sabelhinhaa,euailze
WerbitchonA,JoaquinTeixeira
SilvaRilana,WillianWillCG
Eusoubrunoooo,CinthiaMagal
jef121,vanzuty
Nilzapasros,JoaquinTeixeira
trakinasyummy,Elainnefaria1
ThePhalma,Wallcostajf
trakinasyummy,RejaneBP38
AzMinhoka,Fiuzafirmao2
mariahconrado,CarlosS48442375
Deize95979464,CinthiaMagal
trakinasyummy,AspasDireita
NadjaUchoa,_Janoninho
gayLulista13,Dan_SK
gleyseviana_,_Janoninho
prasemprelula,sorayabborges
Arnaldo96251489,JoaquinTeixeira
prasemprelula,_Janoninho
gayLulista13,danielmarks17
prasemprelula,buarqueana13
prasemprelula,euailze
CalM29541309,Priscil10056408
fabiolabarcela,CarlosS48442375
Deize95979464,FelipZimmer
marcio25_nh,_winston_br
prasemprelula,_Janoninho
NadjaUchoa,_Janoninho
prasemprelula,consallys
Flavi_Franca,BrunoCalixto22
Flavi_Franca,Suzano_info
FERNANDORSM,Danicarlasou
Sabelhinhaa,NoronhaNoronh4
sandraschulzcar,Fiuzafirmao2
Deize95979464,Wallcostajf
cap_rj,MrochaNysoft
Laudemiro2011,JoaquinTeixeira
adsrocha6,_Janoninho
78IGR,vanzuty
GeovannyLucas8,_Janoninho
todorumba,vanete_araujo
Aleales8,consallys
MariaSi25970757,_Janoninho
SimonepbiSimone,E_PaKabah
fabiolabarcela,joaodomenech
Aleales8,lazarorosa25
Bolsonaro22P,julyylacerda
AlvesFilomeno,marcosaraujjoo
Flavi_Franca,Wallcostajf
Aleales8,daniduncan
MariaSi25970757,cesarcalejon1
AlvesFilomeno,claudiofalatudo
gayLulista13,Rosaniba
SimonepbiSimone,E_PaKabah
Aleales8,euailze
todorumba,UdaJuris2022
vaz_eunice,marcosaraujjoo
Aleales8,cervejadgarrafa
meihirataa,JoaquinTeixeira
EAlvarrnga,Fiuzafirmao2
Aleales8,DREEZ_171
gayLulista13,CrisSilvaSJC
gayLulista13,TelesCombate
Aleales8,MarcelaSaraivas
ivanxavierlima1,Suzano_info
sergionei_bozzo,julyylacerda
Aleales8,claudiofalatudo
AlineGigena,cesarcalejon1
gayLulista13,Dan_SK
Juliana110174,KaiolOof
Mariatirui,CrisSilvaSJC
marta_santoa,julyylacerda
78IGR,KayrusFenix
ivanxavierlima1,Suzano_info
Aleales8,marcosaraujjoo
Aleales8,buarqueana13
monemazza,Danicarlasou
madelcostas,_Janoninho
Aleales8,cesarcalejon1
Aleales8,_Janoninho
ivanxavierlima1,aro_marcia
SimonepbiSimone,Amoresvidafeliz
ivanxavierlima1,Elainnefaria1
ac13131313,_Janoninho
marta_santoa,marianelazaro
Marilyn45591155,euailze
bozo_bot,marcosaraujjoo
CalM29541309,Tricolorspfc00
bozo_bot,marcosaraujjoo
Marilyn45591155,DREEZ_171
Marilyn45591155,cervejadgarrafa
CalM29541309,deborahtelles
isaaclevyneto,UdaJuris2022
anabelarosa8,_Janoninho
Deize95979464,Karinegtoledo
SimonepbiSimone,xavante21
Repente40,marcosaraujjoo
GeovannyLucas8,_Janoninho
Repente40,nadiaprado7
Repente40,lazarorosa25
Repente40,euailze
JosSantanadaS13,_Janoninho
madelcostas,consallys
Marilyn45591155,MarcelaSaraivas
Repente40,DREEZ_171
Repente40,MarcelaSaraivas
elaneide,_Janoninho
Repente40,_Janoninho
ruth_chagas_51,Dan_SK
Repente40,cesarcalejon1
Claudialula13,MDu2022
monemazza,Suzano_info
RenataBensi,Karinegtoledo
Repente40,claudiofalatudo
TOADTerapia,eoliveira2003
vpmscelso,LueltonB
Repente40,EdsonFilho74
Marilyn45591155,claudiofalatudo
